,Time[ms],Stimulation[V],mean delta F/F,median delta F/F,STD delta F/F,delta F/F repetition #1,delta F/F repetition #2,delta F/F repetition #3,delta F/F repetition #4,delta F/F repetition #5
71,71.0,0.0,0.3307348117534795,0.361324580467367,0.24626735022559992,0.5269532067226107,0.6183111376667548,0.22975524516530063,-0.08267011125463558,0.361324580467367
142,142.0,0.0,0.41674076004814564,0.4461846051316227,0.10737818297364898,0.5129593900369604,0.4461846051316227,0.5338282376948247,0.3420142505937747,0.2487173167835458
213,213.0,0.0,0.1889539872696952,0.16873165594963366,0.22724541614466093,0.2024919221739231,-0.060543037378345155,0.6021297306172233,0.03195966498604111,0.16873165594963366
284,284.0,0.0,0.22831311402345128,0.2366510689699657,0.13174638444386844,-0.00676445291615343,0.30526606073837453,0.2366510689699657,0.38780782532605546,0.21860506799901408
355,355.0,0.0,0.1633755447423572,0.17546564440185014,0.10379254279259285,0.17710778958134765,-0.008100748026519914,0.31841583693956793,0.17546564440185014,0.15398920081554007
426,426.0,0.0,0.07359540662018552,0.05110568413505703,0.209485331106356,-0.1268509263348754,-0.11008974020154198,0.10037645568729565,0.45343555981499223,0.05110568413505703
497,497.0,0.0,0.19597529861548135,0.2225310487985084,0.08184292937400826,0.27441363118622,0.16531271185466928,0.2225310487985084,0.2658860785866077,0.051733022651401325
568,568.0,0.0,0.15958342980790127,0.20038148203472408,0.22604929408946597,-0.15060787094074718,0.20038148203472408,0.5197082175233675,0.005125213550564702,0.22331010687159722
639,639.0,0.0,0.006104230020129176,0.006698916453136323,0.0921667122349269,-0.04809502777842364,0.006698916453136323,0.10037645568729565,-0.13633901412558852,0.10787981986422605
710,710.0,0.0,-0.03580483153759678,0.007664111962679077,0.0919675353593835,-0.14702805736999933,0.007664111962679077,-0.14524622078363755,0.06608608692028846,0.03949992158268546
781,781.0,0.0,0.023664954621798063,0.02517913896023181,0.08016276576697429,0.1452149050419581,0.035654781739420244,0.02517913896023181,-0.1074628109504563,0.019738758317836457
852,852.0,0.0,0.13071611583106324,0.09564671879550991,0.195925673806571,-0.07510634835770245,-0.02418733985223311,0.48030351006813754,0.1769240385016043,0.09564671879550991
923,923.0,0.0,-0.14519444772550308,-0.17761919152002614,0.09672513277793204,-0.17761919152002614,0.038228636431534305,-0.237518910741301,-0.1442143422642609,-0.20484843053346175
994,994.0,0.0,-0.03533997286581114,-0.1812575523980165,0.2192289018511135,0.34210465143308755,-0.23202610624044856,-0.18924814410864438,-0.1812575523980165,0.08372728698496619
