,Time[ms],Stimulation[V],mean delta F/F,median delta F/F,STD delta F/F,delta F/F repetition #1,delta F/F repetition #2,delta F/F repetition #3,delta F/F repetition #4,delta F/F repetition #5
74,74.0,0.0,0.37926065420766203,0.3813496943529352,0.023649038514246778,0.41963607245867607,0.3843760539629004,0.3568414658172985,0.35409998444650004,0.3813496943529352
148,148.0,0.0,0.26584176590369835,0.2427041806170645,0.15353346248356983,0.5524442955542663,0.16127318718381128,0.2626420174689697,0.2427041806170645,0.11014514869438
222,222.0,0.0,0.2802953289594937,0.25008209102252593,0.08498870934640686,0.431769714103622,0.2949072512647555,0.25008209102252593,0.17484999058603956,0.24986759782052564
296,296.0,0.0,0.2621283969105515,0.2698650927487355,0.058562627389921997,0.2870484610293575,0.2698650927487355,0.25148584750771663,0.1613675619479531,0.34087502131899494
370,370.0,0.0,0.19821470991279627,0.18016863406408107,0.11389958770607371,0.35676174757122886,0.18016863406408107,0.09603828725290602,0.06024934716230492,0.29785553351346045
444,444.0,0.0,0.21136502294850631,0.24502033158891615,0.061577526280703766,0.2612368960755634,0.27612563237774057,0.12854633217311356,0.14589592252719807,0.24502033158891615
518,518.0,0.0,0.12682501008383698,0.09184671867005384,0.10683002611508223,0.1037201663575379,0.02911888701517712,0.3343813620542458,0.07505791632217029,0.09184671867005384
592,592.0,0.0,0.0875464281063624,0.11487123327019931,0.05130497624426025,0.0370954431434711,0.11927065767285006,0.1496765613712486,0.016818245074042934,0.11487123327019931
666,666.0,0.0,0.04077938923893905,0.03219224283305228,0.060866880510431716,0.08651245638834172,0.03219224283305228,0.01026137781572217,0.1252302327294755,-0.05029936357189643
740,740.0,0.0,0.07586608060940078,0.08613810993629731,0.10162326458591545,0.18678045870884954,0.18312816188870165,0.08613810993629731,-0.009815077071685253,-0.06690125041515929
814,814.0,0.0,0.11521082646568437,0.13290536546923237,0.053848043794114515,0.15104136877282692,0.17185919055649249,0.13290536546923237,0.10268584385923275,0.017562363670637324
