,Time[ms],Stimulation[V],mean delta F/F,median delta F/F,STD delta F/F,delta F/F repetition #1,delta F/F repetition #2,delta F/F repetition #3,delta F/F repetition #4,delta F/F repetition #5
86,86.0,0.0,0.4054244987264844,0.4168727758471346,0.13684942549393211,0.6361218302816423,0.441321368188321,0.25328629749462145,0.4168727758471346,0.2795202218207025
172,172.0,0.0,0.2968773507679387,0.33770321238132417,0.15050378416794952,0.4041793420494591,0.33770321238132417,0.016888858773906,0.2822182565772309,0.4433970840577735
258,258.0,0.0,0.25783767775038824,0.2520950085052649,0.13416867434977825,0.24605863226292918,0.4762595916243985,0.05263581386682025,0.2520950085052649,0.2621393424925283
344,344.0,0.0,0.0916563150381734,0.12128090333218536,0.11840725232266937,0.19885123071203814,0.22475224346469,-0.08567665543001368,0.12128090333218536,-0.000926146888032833
430,430.0,0.0,0.15111886798545865,0.1739281128194639,0.08556193677111369,0.2564153581133796,0.2199661854597479,0.03188894347229515,0.0733957400624067,0.1739281128194639
516,516.0,0.0,0.06256881275409863,0.08998518223753463,0.11914003901252622,0.08998518223753463,0.13728703342437265,-0.15941083800586117,0.18644793003767357,0.05853475607677352
602,602.0,0.0,0.05069455608634066,0.05457963107436642,0.1026568347915086,0.05457963107436642,0.14243204577968527,-0.04028678874527802,0.18248750300032357,-0.08573961067739391
688,688.0,0.0,0.10445203125034816,0.11825702564801875,0.051459638220519764,0.018210663553016863,0.08416178956951496,0.12958430030660806,0.17204637717458224,0.11825702564801875
774,774.0,0.0,-0.014454483198935034,-0.012556960874555328,0.03131950087486482,0.03555215800028287,-0.06121472233060196,-0.02703996069994759,-0.007012930089853168,-0.012556960874555328
860,860.0,0.0,0.11548587087649223,0.10462218754064252,0.10934266919486199,0.21029179996544262,0.10462218754064252,-0.06064404655023471,0.24933471087317247,0.07382470255343823
946,946.0,0.0,0.1278757780343837,0.09299585835685162,0.08351366576111323,0.09299585835685162,0.22989725582000284,0.049324106855487694,0.041352284942028486,0.22580938419754798
1032,1032.0,0.0,0.09387559364437872,0.08577023567049076,0.05645683738132189,0.08577023567049076,0.044317856678371875,0.023220063354395054,0.14828381495048157,0.16778599756815435
1118,1118.0,0.0,0.05419957829295992,0.036899466770711424,0.09644323952958656,-0.0628367375789974,0.036899466770711424,0.09559060186675253,0.21573108752595935,-0.014386527119626309
1204,1204.0,0.0,0.06980094556484728,0.0726752503576538,0.1319016945082263,0.0431390618209617,0.0726752503576538,0.24744210865109334,-0.15354873047180737,0.1392970374663349
1290,1290.0,0.0,0.033750171989921154,-0.001972386587771166,0.05422848911868083,0.1259928686245661,-0.0071322668747559395,-0.013598326359832666,-0.001972386587771166,0.06546097114739945
1376,1376.0,0.0,-0.013863465609018794,0.028523865262062877,0.11927689035128136,-0.07524072319058348,0.028523865262062877,-0.214930632019379,0.07459586946766437,0.11773429243514125
1462,1462.0,0.0,0.0195741078532214,0.03499159909416327,0.03384327187302747,0.01772895537392607,0.05101833788529078,-0.044669930377924244,0.03499159909416327,0.03880157729065112
1548,1548.0,0.0,0.036800631567065166,0.026830719138411497,0.13074915919777708,0.09576568038662346,0.25143451684224233,-0.0717480053529382,0.026830719138411497,-0.1182797531790133
1634,1634.0,0.0,-0.047553413527639546,-0.07866362881777997,0.05733299903654387,0.01748810128438067,0.02457536740798551,-0.07866362881777997,-0.11490456362251238,-0.08626234389027153
