,Time[ms],Stimulation[V],mean delta F/F,median delta F/F,STD delta F/F,delta F/F repetition #1,delta F/F repetition #2,delta F/F repetition #3,delta F/F repetition #4,delta F/F repetition #5
4680,4680.0,0.0,0.691700638064629,0.6069711921056822,0.2515985516468409,0.717798634050531,0.5226949637146797,0.44902465370440975,0.6069711921056822,1.162013746747842
4784,4784.0,0.0,0.5256874318256697,0.4704952160880007,0.24918095865332937,0.5207124363896081,0.4704952160880007,0.22557927733299438,0.4297628521406971,0.9818873771770483
4888,4888.0,0.0,0.49426990548118893,0.4788916871209743,0.24330307324528724,0.5708586286938665,0.4788916871209743,0.24821557165247582,0.2609210037667779,0.9124626361718501
4992,4992.0,0.0,0.41397496596837213,0.37035095522514505,0.2822215840132409,0.3296692259619675,0.016883455704222835,0.37035095522514505,0.4600031831927423,0.8929680097577829
5096,5096.0,0.0,0.4107013231341667,0.3383772501956694,0.1308708337365978,0.3314715203999643,0.3383772501956694,0.2922808912610667,0.4369197304896811,0.6544572233244518
5200,5200.0,0.0,0.44278542076615307,0.3528870190161592,0.2351087783560885,0.3528870190161592,0.19533375573031206,0.27055004871436417,0.5433656957928803,0.8517905845770495
5304,5304.0,0.0,0.3417137927911898,0.24097195747024172,0.1908442001310707,0.4594344254977234,0.1802605727916004,0.24097195747024172,0.16737757971245154,0.6605244284839317
5408,5408.0,0.0,0.33495826913503574,0.29862046566604755,0.30598396926940064,0.10353428265333438,0.29862046566604755,-0.02814843055026056,0.4474030452543902,0.8533819826516672
5512,5512.0,0.0,0.20891908247522065,0.09973538071633577,0.27138841162439253,0.10618471565038817,0.09973538071633577,-0.0024939636548481545,0.09540559180858402,0.7457636878556435
5616,5616.0,0.0,0.22155061682697186,0.1277062315864653,0.2694345154707199,0.1277062315864653,0.17358386088586236,0.010886601431778787,0.04752506764284595,0.7480513225879069
5720,5720.0,0.0,0.2710091767887799,0.2515344612088205,0.22996150882082386,0.2515344612088205,0.2830414712193253,0.1957999745838099,-0.04460714096238522,0.669277117894329
5824,5824.0,0.0,0.24373322914139903,0.12567776506968278,0.30621597468502626,0.13650566913668402,0.10712022873328836,0.12567776506968278,0.0008541567191893498,0.8485083260481505
5928,5928.0,0.0,0.24469893152848793,0.11677542575202932,0.2493043382502039,0.16534238014462976,0.10428768428842984,0.09609967382556033,0.11677542575202932,0.7409894936317906
